user_id,session_id,market_volatility,news_sentiment,reaction_time_ms,high_risk_moves,safe_moves,social_follow_score,impulse_buy_score,loss_aversion_score,debt_ratio,reward_points,risk_profile_label
0,0,0.3745401188473625,-0.5559400590234602,895.6706554068151,1,3,0.2203565537133467,0.009800676732386287,0.7913405513273644,0.11951608377078922,130,conservative
1,1,0.8599404067363206,-0.26256142556500456,1373.831381407762,0,3,0.21575520423915484,0.2178722837669099,0.35051712339886865,0.07842024127074565,189,moderate
2,2,0.32533033076326434,-0.9182916196587763,356.4434028897718,2,3,0.21156076821808137,0.30074546712670447,0.9044777413273267,0.22010952487187843,36,moderate
3,3,0.7296061783380641,-0.09282948833190856,1050.4386257691285,1,6,0.4832440428572098,0.5546730444862432,0.48438877399029284,0.1445883148240015,27,moderate
4,4,0.2184404372168336,0.5790933264660139,1088.7923869999106,1,4,0.31778067312743,0.3603614820556415,0.7452775413599143,0.09422201355373912,130,conservative
5,5,0.30087830981676966,-0.4112446843900312,818.069062982308,0,3,0.48998326099031614,0.2866675611897157,0.7129833658349161,0.2761536803647369,51,conservative
6,6,0.940523264489604,0.034281487403013663,928.4038522968283,3,3,0.20269545894695665,0.25517603327520366,0.5988536393748658,0.4939839210189298,188,high_risk
7,7,0.22426930946055978,-0.9672850977505248,507.59549893180355,3,2,0.4920766391011584,0.16257589289733268,0.8249637066569557,0.7025858262237038,45,moderate
8,8,0.9148643902204485,0.24123620762159265,762.7602833355021,4,2,0.3580211110483678,0.36954538144516913,0.3025024475341266,0.3294435742816223,12,high_risk
9,9,0.08159418040024036,0.2568929754561044,633.2165306676147,1,4,0.23168863668065912,0.29716095602092724,0.17106133092546252,0.2683289893107124,113,moderate
10,10,0.5163003483011953,0.21115688083203227,1114.4059231984857,1,1,0.143564568522045,0.5189080652320317,0.8671318129535674,0.2032239731114539,75,moderate
11,11,0.5660372104940763,0.5162326302755734,595.9986997646172,0,3,0.27383663122315965,0.5334437827657197,0.7417234059691459,0.20844988649863422,162,moderate
12,12,0.6432882184423532,1.0665166873281333,214.37366014324948,4,1,0.1784548403649612,0.2455963302032153,0.6331017169598187,0.3751885209934841,35,high_frequency
13,13,0.37201808579278317,-0.33460136409060653,1148.5811953240325,5,5,0.27905967409184845,0.4762943150424512,0.9462999397003725,0.13975564645430205,74,high_risk
14,14,0.11706701642760586,0.20646572713781217,630.8826341588076,1,2,0.2681527279933574,0.5632627558128751,0.3403246034048716,0.481737427438588,57,moderate
15,15,0.7409738609106683,-0.002281414495148128,994.2674327041141,2,2,0.2293850219024671,0.2940306657334472,0.51706301400897,0.13244274677865242,53,high_risk
16,16,0.5843143119231002,-0.48355552730048335,766.720419311147,2,3,0.6668693247060132,0.29225093845076977,0.8436956867310826,0.17187686589509357,85,moderate
17,17,0.8291642207065144,-0.5486729342833292,591.7562139477518,0,1,0.2497048616270813,0.42054811730862673,0.8755719037988742,0.12886608773687183,33,moderate
18,18,0.3581627180328405,-0.12895108227177163,899.6942035938775,4,3,0.12361107212618958,0.4042066060444649,0.4385372820171598,0.2091338660731931,132,high_risk
19,19,0.7964717756738773,-0.6900507291074457,1163.6469299675305,1,0,0.3639205079918514,0.5329117623935495,0.9455322979399882,0.3023280878586805,60,high_risk
20,20,0.19228901880867078,0.5368410060493762,555.3502780134534,0,2,0.09181688477542971,0.4081542915149071,0.7428383919917155,0.2371356501518888,13,conservative
21,21,0.618254771530296,-0.28790912032234,612.0427451934369,1,4,0.015257518764944283,0.02395590548177474,0.8341247074549336,0.12763017982689828,110,conservative
22,22,0.5841994847141693,0.3268171306676619,920.4681704377996,2,3,0.4531162234942718,0.30298099724699085,0.15319241610684986,0.14355365308351878,193,high_risk
23,23,0.5567628930139298,-0.037253823265586336,299.17841566358845,2,3,0.2854275456871372,0.1082977275245461,0.5110549423809202,0.12760173142115686,162,moderate
24,24,0.3488682665429953,0.7207843103289502,850.9187853171121,1,4,0.3078927028070108,0.6008510258487461,0.782593918000745,0.3171280895643958,152,moderate
25,25,0.3553624518183959,-0.42177248112273535,1006.0495371627939,0,3,0.11576716663859847,0.2371411875474932,0.6826863053711066,0.12431460133503332,140,conservative
26,26,0.11063173695520723,0.643487481924797,666.6087325263079,1,5,0.1493281392536196,0.49584216011097076,0.29851580395198674,0.4191164610790037,105,moderate
27,27,0.771246668519738,-0.314935822810391,744.959253921061,0,3,0.21060747155150575,0.2136317341555708,0.9087300754513757,0.10581550281938401,37,conservative
28,28,0.34634599436596125,0.6350627732878578,554.4577348872826,1,2,0.13884092876465817,0.5302941825032673,0.8848203440692411,0.2664186202968279,172,moderate
29,29,0.3777259474401693,0.15155283305028938,1149.9502489775318,2,4,0.19768808055802808,0.2315869838016733,0.9920771911852992,0.5601602768456929,50,conservative
30,30,0.6527461078518747,-0.17534076393939368,731.2351845339224,3,3,0.030935447824886997,0.18420919661745036,0.9514716964352135,0.11290166457496834,113,moderate
31,31,0.022469308320117398,-0.015479125318286675,892.3405306676177,2,4,0.12913771386078135,0.46674013260294983,0.4791491617938842,0.46619315007861295,121,moderate
32,32,0.42203605955068735,0.40329662395684335,911.478149145958,1,2,0.22660132833502553,0.3249969270955576,0.6200118573205536,0.04156604757989801,72,moderate
33,33,0.07513778173580876,-0.524414167040838,789.5034528509115,2,5,0.5336054948854833,0.36940020999489764,0.6205837119632437,0.25675468074535424,85,moderate
34,34,0.9154882975880418,0.10384384358155557,933.9919194551258,5,1,0.27064555717873867,0.16367332725224645,0.29198147537113117,0.2340828133129587,54,high_risk
35,35,0.4619428505755876,0.4448153978117185,668.7002990591884,1,0,0.041566089459532614,0.23191154593526683,0.5981041806099533,0.16827515130012732,180,moderate
36,36,0.9877223897360315,0.8069849103637221,219.89650966773195,3,1,0.10645863001144076,0.40316584995510063,0.8546472495871875,0.2000971351586163,46,high_frequency
37,37,0.21632402303655351,0.5945082655537759,1550.5094638581327,2,6,0.34886383290084527,0.5770361898534418,0.591888385127247,0.21706693127746493,36,moderate
38,38,0.22018320194981134,0.05106446043551682,644.7166102891485,3,4,0.24549852213651346,0.3932327482616173,0.5141221542709796,0.3344440669224468,157,moderate
39,39,0.9087013092693679,0.07335684321666142,556.7672240321044,1,2,0.44030217435364366,0.23695121110779008,0.8810358666239332,0.25646923082921996,117,moderate
40,40,0.34588305695295674,-0.3018901195310345,655.9604396912448,4,1,0.2950584292608772,0.057068090612456344,0.5321271963386699,0.27565900088481815,183,high_risk
41,41,0.4323348010426019,-0.0572951501539844,989.9802506910728,2,4,0.2963863789818734,0.40004429562870053,0.6519470784750149,0.10019414797073913,130,moderate
42,42,0.18545887467665434,0.8190563747738202,1250.3116520013382,2,2,0.3561579811584681,0.17652475675243479,0.7842564398436441,0.27921020724655515,53,moderate
43,43,0.6181557343181191,-0.4558972443756784,957.4666335991851,0,2,0.6478012786146301,0.33174075076411136,0.5203356410341843,0.3528720587856526,7,moderate
44,44,0.9473504626310387,-0.32346838885278695,1179.5591754871098,3,3,0.21107028340662606,0.09941703425856431,0.516998728130465,0.4163538261418173,58,high_risk
45,45,0.6503256863469369,0.599222476415843,984.055391819125,0,0,0.08193667152040943,0.5748326275337715,0.8993263715944488,0.6910428142136659,124,moderate
46,46,0.21066218900566658,-0.2863842122742629,1242.9621049177688,1,3,0.43499007618051316,0.2808587299171032,0.9392631515763995,0.21291154408487353,167,conservative
47,47,0.5987139801001076,-0.6228830295498495,378.11461142501537,2,3,0.1478050294498966,0.20476705770744769,0.27750836447320487,0.2397482306211492,77,moderate
48,48,0.05708685608931485,1.153895847498034,1018.288863091094,0,3,0.19998364289955875,0.1882144527585834,0.4644325744523773,0.1315220541251919,85,conservative
